image_id,batch,unit_lesson,term_en,translation_ar,suggested_filename,visual_idea_en,generation_prompt_en,status
267,6,U2 L3,outfit,رداء خاص (ملابس),cartoon-267-outfit.png,"a single clear, child-friendly visual that shows the literal meaning of “outfit” (رداء خاص (ملابس))","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “outfit”. Arabic teaching meaning for interpretation only: “رداء خاص (ملابس)”. Show: a single clear, child-friendly visual that shows the literal meaning of “outfit” (رداء خاص (ملابس)).",To generate
268,6,U1 L3,owner,مالك,cartoon-268-owner.png,"a single clear, child-friendly visual that shows the literal meaning of “owner” (مالك)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “owner”. Arabic teaching meaning for interpretation only: “مالك”. Show: a single clear, child-friendly visual that shows the literal meaning of “owner” (مالك).",To generate
269,6,U5 L4&5,oxygen tank,أسطوانة الأكسجين,cartoon-269-oxygen-tank.png,"a single clear, child-friendly visual that shows the literal meaning of “oxygen tank” (أسطوانة الأكسجين)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “oxygen tank”. Arabic teaching meaning for interpretation only: “أسطوانة الأكسجين”. Show: a single clear, child-friendly visual that shows the literal meaning of “oxygen tank” (أسطوانة الأكسجين).",To generate
270,6,U4 L2,packages,طرود بريدية,cartoon-270-packages.png,"a single clear, child-friendly visual that shows the literal meaning of “packages” (طرود بريدية)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “packages”. Arabic teaching meaning for interpretation only: “طرود بريدية”. Show: a single clear, child-friendly visual that shows the literal meaning of “packages” (طرود بريدية).",To generate
271,6,U1 L3,paid for,يدفع (ثمن),cartoon-271-paid-for.png,"a child giving coins to buy bread at a small shop, no signs","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “paid for”. Arabic teaching meaning for interpretation only: “يدفع (ثمن)”. Show: a child giving coins to buy bread at a small shop, no signs.",To generate
272,6,U2 L3,paint,يدهن,cartoon-272-paint.png,"a single clear, child-friendly visual that shows the literal meaning of “paint” (يدهن)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “paint”. Arabic teaching meaning for interpretation only: “يدهن”. Show: a single clear, child-friendly visual that shows the literal meaning of “paint” (يدهن).",To generate
273,6,U2 L3,painted,يدهن,cartoon-273-painted.png,a child painting a colourful flower picture,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “painted”. Arabic teaching meaning for interpretation only: “يدهن”. Show: a child painting a colourful flower picture.",To generate
274,6,U4 L4&5,palm trees,أشجار النخيل,cartoon-274-palm-trees.png,"a single clear, child-friendly visual that shows the literal meaning of “palm trees” (أشجار النخيل)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “palm trees”. Arabic teaching meaning for interpretation only: “أشجار النخيل”. Show: a single clear, child-friendly visual that shows the literal meaning of “palm trees” (أشجار النخيل).",To generate
275,6,U2 L3,pants,بنطلون,cartoon-275-pants.png,"a single clear, child-friendly visual that shows the literal meaning of “pants” (بنطلون)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “pants”. Arabic teaching meaning for interpretation only: “بنطلون”. Show: a single clear, child-friendly visual that shows the literal meaning of “pants” (بنطلون).",To generate
276,6,U5 L1,patients,مرضى,cartoon-276-patients.png,"a single clear, child-friendly visual that shows the literal meaning of “patients” (مرضى)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “patients”. Arabic teaching meaning for interpretation only: “مرضى”. Show: a single clear, child-friendly visual that shows the literal meaning of “patients” (مرضى).",To generate
